-1.152983563290911340e+00,2.152913129881456333e-01,-2.100122166006267166e-01,-3.274848756793437232e+00,-2.672743352021314855e+00,1.637586600992006591e+00,2.838977150409152994e+00,3.734038463219428117e+00,1.862014121763004404e+00,-1.148762636392747449e+00,-7.102652034453488250e-01,1.863812180023557863e+00,0.000000000000000000e+00
-1.096702124509869147e+00,-1.829720383445439802e-01,-2.098746040016581382e+00,1.095324275314211171e-01,2.126480574978599769e+00,2.087165733253998567e+00,-1.861625092063617037e+00,-3.084360189285193066e+00,1.062209635249371509e-01,2.023192331488448126e+00,6.005635369268307322e-01,1.539583862109185519e+00,1.000000000000000000e+00
1.197689115271242555e+00,-7.612385336022339244e-01,1.095045376518068991e+00,5.588173727332176322e-01,2.972609977857022523e-01,5.487313832233428057e-01,-8.400516030010253266e-01,-4.989587117620974399e-01,1.023857247061926934e+00,1.867828118157573769e+00,-4.146330484667732907e-01,1.406100257931583997e-01,1.000000000000000000e+00
-2.495541307369307793e-01,1.558348920340003607e+00,1.565854069237694102e+00,1.818891157949963366e+00,6.440097512721465467e-02,-3.027195823994832669e-01,-1.268659882190556143e+00,-5.603371012616367164e-01,-3.732203310493856785e-01,1.603378536475599692e+00,1.018824400378486983e+00,1.687732460310753524e+00,1.000000000000000000e+00
-8.269407076821865266e-01,2.135330178803264978e-01,1.092836617008367817e-01,5.946327091779971541e-01,5.973402642411500540e-01,-1.246638449165534235e+00,2.684328257573969978e+00,6.125976448740400038e-01,4.116520396910062773e-01,-1.046970772059696575e+00,-5.308200682263120029e-01,-7.847220943689395822e-01,1.000000000000000000e+00
-7.862348385940941264e-02,-9.336279934689067916e-01,-1.934293346533879410e+00,-2.886328707817266803e+00,-1.644718225856544258e+00,1.230936579303414824e+00,2.802627466223487573e+00,2.410839355976008402e+00,6.572123582416741217e-01,-1.847855877635437238e+00,-3.891479454136604899e-01,8.968487228532256994e-01,0.000000000000000000e+00
1.472525960704479164e+00,-6.065673054851060675e-01,8.466272309596972745e-01,-1.300210251723378674e+00,-5.600593378262330724e-01,-8.428977203318146483e-01,5.109759463747032271e-02,2.041268115619302659e+00,5.983065586002598302e-01,-3.014802607512942156e+00,6.237350470215656806e-01,7.427313417478804691e-01,0.000000000000000000e+00
-1.426405050726074597e+00,-7.854221443953934845e-01,-6.941867020724651165e-03,-2.040694978510096125e-01,2.224315600432984041e+00,7.547681418984070190e-01,6.457801771400433211e-01,-2.998964194862434596e+00,-2.473909637310113485e+00,-1.260641820039012817e+00,1.295479208505333490e+00,-1.896040433467452158e-01,1.000000000000000000e+00
1.298070220587813406e+00,-1.577610096598594247e-01,6.804514031119915929e-01,1.188044875227767916e+00,-1.655728593316583286e-01,7.183330161596968022e-02,-1.072928306986537406e+00,-1.124307604650249225e-02,-4.948531700027822833e-01,6.870159165706790638e-01,1.972537680118068071e+00,-9.512020154780032044e-01,0.000000000000000000e+00
4.188914882952710778e-02,1.017879560810536654e+00,-6.361729545462732061e-01,3.567708195409864835e+00,-1.735870346938731767e+00,-2.164871860088303901e+00,-3.158394642413566267e+00,3.839775359337666560e-01,-3.115490629246468579e+00,7.518968524350826410e-01,3.378440773510556383e+00,-8.557919727488047523e-02,1.000000000000000000e+00
